"Date: 2026-08-12+0000"
"Version: 7.2"
"Status: 
0 Normal
-1 Abandoned 
2 Completed"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId","projectKind"
"🤬ESCAPE","🍇TYPESCRIPT","타입스크립트 [17. 인터페이스 - 상속, 중첩, 병합, 클래스 적용, 초과속성, 타입단언, 매핑] [🤬ESCAPE/🍇TYPESCRIPT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8D%87TYPESCRIPT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:01:46+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","58","34","TASK"
"🤬ESCAPE","🍇TYPESCRIPT","타입스크립트 [16. 인터페이스 - 정의, 선택적/읽기전용 속성, 인덱스 시그니처, 매핑된 타입] [🤬ESCAPE/🍇TYPESCRIPT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8D%87TYPESCRIPT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:01:46+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","59","34","TASK"
"🤬ESCAPE","🍇TYPESCRIPT","타입스크립트 [15. 함수] [🤬ESCAPE/🍇TYPESCRIPT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8D%87TYPESCRIPT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:01:46+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","60","34","TASK"
"🤬ESCAPE","🍇TYPESCRIPT","타입스크립트 [14. 열거형] [🤬ESCAPE/🍇TYPESCRIPT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8D%87TYPESCRIPT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:01:46+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","61","34","TASK"
"🤬ESCAPE","🍇TYPESCRIPT","타입스크립트 [13. 배열과 튜플, 객체 기초] [🤬ESCAPE/🍇TYPESCRIPT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8D%87TYPESCRIPT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:01:46+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","62","34","TASK"
"🤬ESCAPE","🍇TYPESCRIPT","타입스크립트 [12. null, undefined, void, never 타입들] [🤬ESCAPE/🍇TYPESCRIPT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8D%87TYPESCRIPT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:01:46+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","63","34","TASK"
"🤬ESCAPE","🍇TYPESCRIPT","타입스크립트 [27. 부록 - 자바스크립트의 모듈(ES Modules)] [🤬ESCAPE/🍇TYPESCRIPT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8D%87TYPESCRIPT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:01:46+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","64","34","TASK"
"🤬ESCAPE","🌟REACT","리액트 강의 [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:00:39+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","65","","TASK"
"🤬ESCAPE","🌟REACT","리액트 [3. 리액트를 배우는 이유] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","66","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [1. 강의소개] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","67","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [5. 실습을 위한 환경설정] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","68","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [7. 예제페이지 활용 & 질문 방법] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","69","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [4. 부록 - DOM이란 무엇인가요?] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","70","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [31. 페이지들과 컴포넌트들 작성] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","71","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [29. 프로젝트 세팅 및 뼈대 갖추기] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","72","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [30. 데이터 매니징과 컨텍스트, 라우팅 설계] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","73","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [27. 라우팅] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","74","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [28. 리액트 19 추가기능] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","75","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [25. React 19에서 Context 관련 수정된 사항] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","76","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [26. Context] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","77","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [24. 최적화] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","78","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [23. 커스텀 훅] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","79","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [21. useRef] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","80","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [22. 생명주기와 useEffect] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","81","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [19. State 더 깊이 알기] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","82","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [20. useReducer] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","83","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [18. State 기초] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","84","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [16. 컴포넌트의 Props] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","85","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [17. 이벤트 핸들링] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","86","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [14. JSX 속성과 스타일링] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","87","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [15. 유료파트 예제페이지 및 안내] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","88","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [12. JSX 문법 기초] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","89","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [13. 조건부 렌더링과 리스트 렌더링] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","90","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [10. 리액트 프로젝트 살펴보기] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","91","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [11. 컴포넌트 기초] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","92","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [8. 프로젝트 생성하기] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","93","65","TASK"
"🤬ESCAPE","🌟REACT","리액트 [9. 프로젝트 명령어 사용하기] [🤬ESCAPE/🌟REACT.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%8C%9FREACT.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:59:58+0000","","-1099511627776","Asia/Seoul","true","false",,,"list","94","65","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [35. traceroute] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","95","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [36. netstat 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","96","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [33. ntp와 chronyd] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","97","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [34. ping 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","98","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [31. curl과 wget을 사용해서 파일을 다운 받아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","99","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [32. nslookup과 dig 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","100","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [29. apt(Advanced Package Tool)에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","101","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [30. uptime 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","102","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [18. sort와 uniq 명령어에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","103","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [19. sed(Stream Editor) 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","104","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [17. diff와 cmp 명령어에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","105","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [39. Bash Shell 문법에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","106","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [40. 정말 수고 많으셨습니다] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","107","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [37. jq 사용법에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","108","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [38. Bash Shell Script 소개] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","109","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [9. crontab 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","110","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [10. 파일/디렉토리 퍼미션 바꾸기] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","111","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [7. 기본적인 명령어들을 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","112","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [8. Visual Editor(vi) 사용 방법에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","113","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [5. Linux 배경 지식 몇 가지에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","114","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [6. Top Level 디렉토리 구조에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","115","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [4. Docker Desktop을 설치해보자 - Windows] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","116","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [27. Signal number와 Wild Cards(*, ?, ^, [])에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","117","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [28. du(Disk Usage)와 df(Disk Free) 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","118","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [16. head와 tail 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","119","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [14. grep(Global Regular Expression Print) 명령어에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","120","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [15. wc 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","121","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [12. SSH에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","122","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [13. Pipes에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","123","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [26. Soft and Hard link (ft. inodes)] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","124","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [24. 리눅스의 7가지 파일 타입에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","125","134","TASK"
