"Date: 2026-08-12+0000"
"Version: 7.2"
"Status: 
0 Normal
-1 Abandoned 
2 Completed"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId","projectKind"
"🤬ESCAPE","🚧인프라","리눅스 [25. ps(Process Status) 명령어에 대해서 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","126","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [22. 잠깐의 공지사항] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","127","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [23. 실시간 리소스 모니터 - top 명령어에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","128","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [20. awk 명령어에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","129","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [21. 파일 압축하는 방법에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","130","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [11. environment 변수에 대해 알아보자] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:31+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","131","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [2. 강의 자료] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:30+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","132","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 [1. 리눅스 소개 및 설치] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:28+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","133","134","TASK"
"🤬ESCAPE","🚧인프라","리눅스 강의 [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T01:09:25+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","134","","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [61. 크론잡] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:08+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","135","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [62. 구독매니저 잡 통합] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:08+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","136","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [63. 데몬셋] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:08+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","137","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [59. 워크로드] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:08+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","138","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [60. 잡] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:08+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","139","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [55. 컨트롤 플레인 노드] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:08+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","140","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [56. 워커 노드와 스케줄링] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:08+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","141","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [57. 테인트와 톨러레이션] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:08+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","142","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [58. 파트 소개 - 워크로드 리소스] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:08+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","143","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [54. 노드] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","144","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [47. sm-reco] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","145","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [48. sm-frontend] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","146","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [45. sm-user] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","147","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [46. sm-subs] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","148","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [51. L7 라우터와 인그레스 실습] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","149","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [52. 컨피그맵과 시크릿을 사용해 구독매니저의 환경 변수 분리] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","150","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [49. 구독매니저 YAML 구조] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","151","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [50. L7 라우터와 인그레스] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","152","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [43. 캐시 서버] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","153","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [44. 백엔드 서버] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","154","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [22. 리소스 기본 명령어] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","155","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [23. 네임스페이스] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","156","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [21. 리소스] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","157","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [26. 파드 실습] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","158","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [24. 네임스페이스 실습] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","159","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [25. 파드] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","160","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [53. 파트 소개 - 노드] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","161","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [39. 시크릿 실습] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","162","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [40. 파트 소개 - 애플리케이션 구성] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","163","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [37. 컨피그맵과 시크릿] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","164","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [38. 컨피그맵 실습] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","165","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [41. 구독매니저 분석] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","166","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [42. 데이터베이스 서버] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","167","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [19. 파트 소개 - 쿠버네티스 기본 리소스] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","168","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [20. YAML] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","169","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [6. 실습 코드 다운로드] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","170","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [7. kind 설치] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","171","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [4. 도커 데스크탑 설치] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","172","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [5. VSCode 설치] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","173","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [17. 쿠버네티스] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","174","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [18. 쿠버네티스의 동작 원리] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","175","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [8. 쿠버네티스 환경 구성] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","176","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [16. 컨테이너] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","177","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [36. 파드의 환경 변수] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","178","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [30. 디플로이먼트] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","179","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [31. 디플로이먼트 실습] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","180","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [28. 레플리카셋] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","181","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [29. 레플리카셋 실습] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","182","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [34. 서비스와 DNS] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","183","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [35. 서비스 트러블슈팅 전략] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","184","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [32. 디플로이먼트 배포 실습] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","185","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [33. 서비스] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","186","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [27. 파드의 라이프사이클] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","187","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [2. 강의 자료 다운로드] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","188","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [3. Git 설치, 터미널 실행] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:53:07+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","189","252","TASK"
"🤬ESCAPE","🚧인프라","쿠버네티스 [1. 강의 소개] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:51:39+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","190","252","TASK"
"🤬ESCAPE","🚧인프라","도커 [63. 파트 소개 - 컨테이너 빌드 파이프라인 자동화] [🤬ESCAPE/🚧인프라.md](obsidian://open?vault=dev-growth&file=%F0%9F%A4%ACESCAPE/%F0%9F%9A%A7%EC%9D%B8%ED%94%84%EB%9D%BC.md)","TEXT","ticktick","","N","","","","","0","0","2026-08-12T00:51:24+0000","","-65146063945728","Asia/Seoul","true","false",,,"list","191","253","TASK"
